League,Season,Team,TeamMatchRows,LeadOpportunities,BehindOpportunities,LevelOpportunities,ProtectedLeads,LeadSlips,LeadCollapses,ComebackWins,RecoveryDraws,DrawBreakthroughs,StateChanges,Points,GoalsFor,GoalsAgainst,AvgSwingIntensity,AvgTotalMatchCards,AvgSecondHalfGoalShare,LeadShieldPct,CollapseExposurePct,LeadCollapsePct,ResilienceRatePct,ComebackWinRatePct,DrawBreakthroughRatePct,StateChangeRatePct,PointsPerMatch,GoalsForPerMatch,GoalsAgainstPerMatch
English Premier League,2015/16,Arsenal,38.0,14.0,7.0,17.0,12.0,2.0,0.0,1.0,1.0,7.0,13.0,71.0,65.0,36.0,0.8947368421052632,2.9210526315789473,0.45748823529411764,85.71,14.29,0.0,28.57,14.29,41.18,34.21,1.868,1.711,0.947
English Premier League,2015/16,Aston Villa,38.0,4.0,20.0,14.0,1.0,2.0,1.0,0.0,3.0,2.0,17.0,17.0,27.0,76.0,1.0,3.3947368421052633,0.6038114285714287,25.0,75.0,25.0,15.0,0.0,14.29,44.74,0.447,0.711,2.0
English Premier League,2015/16,Bournemouth,38.0,8.0,17.0,13.0,6.0,1.0,1.0,0.0,2.0,5.0,11.0,42.0,45.0,67.0,0.8157894736842105,2.8947368421052633,0.4442171428571428,75.0,25.0,12.5,11.76,0.0,38.46,28.95,1.105,1.184,1.763
English Premier League,2015/16,Chelsea,38.0,13.0,9.0,16.0,9.0,3.0,1.0,1.0,2.0,2.0,14.0,50.0,59.0,53.0,0.9210526315789473,4.631578947368421,0.5880999999999998,69.23,30.77,7.69,33.33,11.11,12.5,36.84,1.316,1.553,1.395
English Premier League,2015/16,Crystal Palace,38.0,5.0,11.0,22.0,4.0,0.0,1.0,1.0,4.0,6.0,23.0,42.0,39.0,51.0,1.0526315789473684,3.3947368421052633,0.6725470588235294,80.0,20.0,20.0,45.45,9.09,27.27,60.53,1.105,1.026,1.342
English Premier League,2015/16,Everton,38.0,11.0,11.0,16.0,8.0,2.0,1.0,1.0,1.0,2.0,10.0,47.0,59.0,55.0,0.7105263157894737,2.9210526315789473,0.460185294117647,72.73,27.27,9.09,18.18,9.09,12.5,26.32,1.237,1.553,1.447
English Premier League,2015/16,Leicester,38.0,17.0,6.0,15.0,13.0,3.0,1.0,2.0,3.0,8.0,18.0,81.0,68.0,36.0,0.9736842105263158,3.1315789473684212,0.6117083333333332,76.47,23.53,5.88,83.33,33.33,53.33,47.37,2.132,1.789,0.947
English Premier League,2015/16,Liverpool,38.0,11.0,6.0,21.0,9.0,1.0,1.0,1.0,1.0,6.0,15.0,60.0,63.0,50.0,1.0,3.0,0.6203666666666666,81.82,18.18,9.09,33.33,16.67,28.57,39.47,1.579,1.658,1.316
English Premier League,2015/16,Man City,38.0,11.0,8.0,19.0,11.0,0.0,0.0,0.0,0.0,8.0,10.0,66.0,71.0,41.0,0.9736842105263158,3.1842105263157894,0.49740303030303035,100.0,0.0,0.0,0.0,0.0,42.11,26.32,1.737,1.868,1.079
English Premier League,2015/16,Man United,38.0,12.0,4.0,22.0,11.0,1.0,0.0,0.0,0.0,8.0,15.0,66.0,49.0,35.0,0.6578947368421053,3.236842105263158,0.5722212121212121,91.67,8.33,0.0,0.0,0.0,36.36,39.47,1.737,1.289,0.921
English Premier League,2015/16,Newcastle,38.0,8.0,16.0,14.0,6.0,2.0,0.0,1.0,3.0,2.0,15.0,37.0,44.0,65.0,1.131578947368421,3.1315789473684212,0.5968399999999998,75.0,25.0,0.0,25.0,6.25,14.29,39.47,0.974,1.158,1.711
English Premier League,2015/16,Norwich,38.0,7.0,13.0,18.0,6.0,0.0,1.0,0.0,1.0,3.0,14.0,34.0,39.0,67.0,0.8947368421052632,2.8421052631578947,0.6849108108108108,85.71,14.29,14.29,7.69,0.0,16.67,36.84,0.895,1.026,1.763
English Premier League,2015/16,Southampton,38.0,15.0,9.0,14.0,12.0,1.0,2.0,1.0,1.0,5.0,12.0,63.0,59.0,41.0,0.868421052631579,2.710526315789474,0.5380942857142857,80.0,20.0,13.33,22.22,11.11,35.71,31.58,1.658,1.553,1.079
English Premier League,2015/16,Stoke,38.0,11.0,14.0,13.0,8.0,2.0,1.0,1.0,2.0,5.0,14.0,51.0,41.0,55.0,0.8947368421052632,2.973684210526316,0.5682342857142857,72.73,27.27,9.09,21.43,7.14,38.46,36.84,1.342,1.079,1.447
English Premier League,2015/16,Sunderland,38.0,8.0,14.0,16.0,4.0,4.0,0.0,2.0,2.0,3.0,18.0,39.0,48.0,62.0,1.0,3.6315789473684212,0.5817138888888889,50.0,50.0,0.0,28.57,14.29,18.75,47.37,1.026,1.263,1.632
English Premier League,2015/16,Swansea,38.0,12.0,8.0,18.0,7.0,3.0,2.0,0.0,2.0,5.0,19.0,47.0,42.0,52.0,0.8421052631578947,3.763157894736842,0.56762,58.33,41.67,16.67,25.0,0.0,27.78,50.0,1.237,1.105,1.368
English Premier League,2015/16,Tottenham,38.0,14.0,7.0,17.0,9.0,4.0,1.0,2.0,2.0,8.0,19.0,70.0,69.0,35.0,1.131578947368421,3.6315789473684212,0.5514257142857143,64.29,35.71,7.14,57.14,28.57,47.06,50.0,1.842,1.816,0.921
English Premier League,2015/16,Watford,38.0,8.0,9.0,21.0,7.0,1.0,0.0,0.0,1.0,5.0,16.0,45.0,40.0,50.0,0.7368421052631579,3.289473684210526,0.5794088235294118,87.5,12.5,0.0,11.11,0.0,23.81,42.11,1.184,1.053,1.316
English Premier League,2015/16,West Brom,38.0,8.0,11.0,19.0,5.0,1.0,2.0,0.0,3.0,5.0,16.0,43.0,34.0,48.0,0.6842105263157895,2.9473684210526314,0.47891764705882356,62.5,37.5,25.0,27.27,0.0,26.32,42.11,1.132,0.895,1.263
English Premier League,2015/16,West Ham,38.0,15.0,12.0,11.0,11.0,3.0,1.0,3.0,2.0,2.0,11.0,62.0,65.0,51.0,0.7631578947368421,3.526315789473684,0.4765971428571428,73.33,26.67,6.67,41.67,25.0,18.18,28.95,1.632,1.711,1.342
English Premier League,2016/17,Arsenal,38.0,14.0,6.0,18.0,12.0,1.0,1.0,0.0,2.0,11.0,19.0,75.0,77.0,44.0,1.2894736842105263,3.9473684210526314,0.6670638888888889,85.71,14.29,7.14,33.33,0.0,61.11,50.0,1.974,2.026,1.158
English Premier League,2016/17,Bournemouth,38.0,12.0,13.0,13.0,8.0,4.0,0.0,1.0,2.0,3.0,16.0,46.0,55.0,67.0,1.0526315789473684,3.6315789473684212,0.5201749999999999,66.67,33.33,0.0,23.08,7.69,23.08,42.11,1.211,1.447,1.763
English Premier League,2016/17,Burnley,38.0,7.0,8.0,23.0,7.0,0.0,0.0,0.0,0.0,4.0,16.0,40.0,39.0,55.0,0.7631578947368421,3.5,0.6185685714285714,100.0,0.0,0.0,0.0,0.0,17.39,42.11,1.053,1.026,1.447
English Premier League,2016/17,Chelsea,38.0,21.0,6.0,11.0,19.0,2.0,0.0,1.0,0.0,10.0,13.0,93.0,85.0,33.0,1.105263157894737,4.157894736842105,0.49924473684210524,90.48,9.52,0.0,16.67,16.67,90.91,34.21,2.447,2.237,0.868
English Premier League,2016/17,Crystal Palace,38.0,7.0,18.0,13.0,6.0,1.0,0.0,1.0,4.0,5.0,19.0,41.0,50.0,63.0,1.0526315789473684,3.8684210526315788,0.5853815789473685,85.71,14.29,0.0,27.78,5.56,38.46,50.0,1.079,1.316,1.658
English Premier League,2016/17,Everton,38.0,10.0,10.0,18.0,7.0,3.0,0.0,0.0,2.0,10.0,18.0,61.0,62.0,44.0,1.0263157894736843,3.5,0.5847222222222223,70.0,30.0,0.0,20.0,0.0,55.56,47.37,1.605,1.632,1.158
English Premier League,2016/17,Hull,38.0,5.0,16.0,17.0,3.0,1.0,1.0,2.0,1.0,4.0,17.0,34.0,37.0,80.0,1.4210526315789473,3.3421052631578947,0.7274194444444445,60.0,40.0,20.0,18.75,12.5,23.53,44.74,0.895,0.974,2.105
English Premier League,2016/17,Leicester,38.0,11.0,16.0,11.0,10.0,1.0,0.0,0.0,3.0,2.0,11.0,44.0,48.0,63.0,0.9210526315789473,3.3684210526315788,0.5004114285714286,90.91,9.09,0.0,18.75,0.0,18.18,28.95,1.158,1.263,1.658
English Premier League,2016/17,Liverpool,38.0,19.0,7.0,12.0,16.0,2.0,1.0,2.0,2.0,4.0,13.0,76.0,78.0,42.0,0.9736842105263158,3.3157894736842106,0.47762,84.21,15.79,5.26,57.14,28.57,33.33,34.21,2.0,2.053,1.105
English Premier League,2016/17,Man City,38.0,20.0,8.0,10.0,17.0,2.0,1.0,1.0,2.0,5.0,11.0,78.0,80.0,39.0,1.0,4.368421052631579,0.5444472222222223,85.0,15.0,5.0,37.5,12.5,50.0,28.95,2.053,2.105,1.026
English Premier League,2016/17,Man United,38.0,17.0,7.0,14.0,15.0,2.0,0.0,0.0,3.0,3.0,9.0,69.0,54.0,29.0,0.6842105263157895,3.9473684210526314,0.52448125,88.24,11.76,0.0,42.86,0.0,21.43,23.68,1.816,1.421,0.763
English Premier League,2016/17,Middlesbrough,38.0,6.0,15.0,17.0,4.0,2.0,0.0,0.0,1.0,1.0,10.0,28.0,27.0,53.0,0.631578947368421,3.6842105263157894,0.5080645161290324,66.67,33.33,0.0,6.67,0.0,5.88,26.32,0.737,0.711,1.395
English Premier League,2016/17,Southampton,38.0,9.0,8.0,21.0,7.0,1.0,1.0,0.0,1.0,5.0,16.0,46.0,41.0,48.0,1.0,3.3947368421052633,0.6049903225806451,77.78,22.22,11.11,12.5,0.0,23.81,42.11,1.211,1.079,1.263
English Premier League,2016/17,Stoke,38.0,12.0,12.0,14.0,8.0,3.0,1.0,0.0,1.0,3.0,12.0,44.0,41.0,56.0,0.8157894736842105,4.0,0.5138085714285714,66.67,33.33,8.33,8.33,0.0,21.43,31.58,1.158,1.079,1.474
English Premier League,2016/17,Sunderland,38.0,3.0,16.0,19.0,2.0,0.0,1.0,0.0,1.0,4.0,16.0,24.0,29.0,69.0,1.105263157894737,3.6578947368421053,0.6245388888888889,66.67,33.33,33.33,6.25,0.0,21.05,42.11,0.632,0.763,1.816
English Premier League,2016/17,Swansea,38.0,9.0,15.0,14.0,6.0,1.0,2.0,1.0,2.0,5.0,18.0,41.0,45.0,70.0,1.105263157894737,3.1842105263157894,0.5790166666666666,66.67,33.33,22.22,20.0,6.67,35.71,47.37,1.079,1.184,1.842
English Premier League,2016/17,Tottenham,38.0,17.0,7.0,14.0,16.0,1.0,0.0,2.0,3.0,8.0,16.0,86.0,86.0,26.0,1.1842105263157894,4.026315789473684,0.5959972222222222,94.12,5.88,0.0,71.43,28.57,57.14,42.11,2.263,2.263,0.684
English Premier League,2016/17,Watford,38.0,9.0,17.0,12.0,6.0,3.0,0.0,0.0,2.0,5.0,15.0,40.0,40.0,68.0,0.8421052631578947,4.0,0.5508555555555555,66.67,33.33,0.0,11.76,0.0,41.67,39.47,1.053,1.053,1.789
English Premier League,2016/17,West Brom,38.0,10.0,11.0,17.0,6.0,3.0,1.0,1.0,0.0,5.0,16.0,45.0,43.0,51.0,0.8421052631578947,3.5526315789473686,0.5486083333333333,60.0,40.0,10.0,9.09,9.09,29.41,42.11,1.184,1.132,1.342
English Premier League,2016/17,West Ham,38.0,9.0,11.0,18.0,6.0,1.0,2.0,0.0,2.0,6.0,17.0,45.0,47.0,64.0,1.0789473684210527,4.342105263157895,0.5944444444444444,66.67,33.33,22.22,18.18,0.0,33.33,44.74,1.184,1.237,1.684
English Premier League,2017/18,Arsenal,38.0,14.0,10.0,14.0,13.0,0.0,1.0,1.0,2.0,5.0,14.0,63.0,74.0,51.0,1.0526315789473684,2.9210526315789473,0.5817472222222223,92.86,7.14,7.14,30.0,10.0,35.71,36.84,1.658,1.947,1.342
English Premier League,2017/18,Bournemouth,38.0,6.0,12.0,20.0,4.0,2.0,0.0,2.0,1.0,5.0,17.0,44.0,45.0,61.0,1.0,3.3947368421052633,0.6064833333333333,66.67,33.33,0.0,25.0,16.67,25.0,44.74,1.158,1.184,1.605
English Premier League,2017/18,Brighton,38.0,7.0,12.0,19.0,5.0,2.0,0.0,0.0,2.0,4.0,14.0,40.0,34.0,54.0,0.8947368421052632,2.289473684210526,0.5924242424242424,71.43,28.57,0.0,16.67,0.0,21.05,36.84,1.053,0.895,1.421
English Premier League,2017/18,Burnley,38.0,10.0,10.0,18.0,8.0,1.0,1.0,1.0,3.0,5.0,16.0,54.0,36.0,39.0,0.8157894736842105,3.0,0.6176529411764706,80.0,20.0,10.0,40.0,10.0,27.78,42.11,1.421,0.947,1.026
English Premier League,2017/18,Chelsea,38.0,16.0,6.0,16.0,15.0,1.0,0.0,1.0,0.0,5.0,12.0,70.0,62.0,38.0,0.9210526315789473,3.1315789473684212,0.5733371428571428,93.75,6.25,0.0,16.67,16.67,31.25,31.58,1.842,1.632,1.0
English Premier League,2017/18,Crystal Palace,38.0,8.0,14.0,16.0,6.0,0.0,2.0,3.0,2.0,2.0,14.0,44.0,45.0,55.0,0.9736842105263158,3.789473684210526,0.5401970588235293,75.0,25.0,25.0,35.71,21.43,12.5,36.84,1.158,1.184,1.447
English Premier League,2017/18,Everton,38.0,8.0,12.0,18.0,5.0,2.0,1.0,0.0,2.0,8.0,17.0,49.0,44.0,58.0,1.0526315789473684,2.763157894736842,0.5899314285714286,62.5,37.5,12.5,16.67,0.0,44.44,44.74,1.289,1.158,1.526
English Premier League,2017/18,Huddersfield,38.0,8.0,11.0,19.0,6.0,1.0,1.0,0.0,1.0,3.0,14.0,37.0,28.0,58.0,1.105263157894737,3.236842105263158,0.6156545454545455,75.0,25.0,12.5,9.09,0.0,15.79,36.84,0.974,0.737,1.526
English Premier League,2017/18,Leicester,38.0,11.0,11.0,16.0,8.0,1.0,2.0,0.0,2.0,4.0,13.0,47.0,56.0,60.0,0.9473684210526315,2.8947368421052633,0.5412942857142858,72.73,27.27,18.18,18.18,0.0,25.0,34.21,1.237,1.474,1.579
English Premier League,2017/18,Liverpool,38.0,19.0,8.0,11.0,15.0,4.0,0.0,2.0,1.0,4.0,11.0,75.0,84.0,38.0,1.1578947368421053,2.473684210526316,0.533264705882353,78.95,21.05,0.0,37.5,25.0,36.36,28.95,1.974,2.211,1.0
English Premier League,2017/18,Man City,38.0,24.0,3.0,11.0,22.0,1.0,1.0,2.0,1.0,8.0,14.0,100.0,106.0,27.0,1.5263157894736843,3.6578947368421053,0.5825,91.67,8.33,4.17,100.0,66.67,72.73,36.84,2.632,2.789,0.711
English Premier League,2017/18,Man United,38.0,16.0,5.0,17.0,16.0,0.0,0.0,2.0,1.0,7.0,15.0,81.0,68.0,28.0,1.0789473684210527,3.526315789473684,0.5776142857142856,100.0,0.0,0.0,60.0,40.0,41.18,39.47,2.132,1.789,0.737
English Premier League,2017/18,Newcastle,38.0,8.0,11.0,19.0,5.0,3.0,0.0,0.0,1.0,7.0,19.0,44.0,39.0,47.0,0.868421052631579,3.0526315789473686,0.6378378378378379,62.5,37.5,0.0,9.09,0.0,36.84,50.0,1.158,1.026,1.237
English Premier League,2017/18,Southampton,38.0,9.0,14.0,15.0,3.0,4.0,2.0,0.0,3.0,4.0,16.0,36.0,37.0,56.0,0.6578947368421053,3.0789473684210527,0.5241696969696971,33.33,66.67,22.22,21.43,0.0,26.67,42.11,0.947,0.974,1.474
English Premier League,2017/18,Stoke,38.0,10.0,13.0,15.0,5.0,3.0,2.0,0.0,2.0,2.0,15.0,33.0,35.0,68.0,0.9736842105263158,2.9473684210526314,0.6058771428571429,50.0,50.0,20.0,15.38,0.0,13.33,39.47,0.868,0.921,1.789
English Premier League,2017/18,Swansea,38.0,5.0,18.0,15.0,4.0,0.0,1.0,1.0,2.0,3.0,12.0,33.0,28.0,56.0,0.8947368421052632,3.1578947368421053,0.5651999999999999,80.0,20.0,20.0,16.67,5.56,20.0,31.58,0.868,0.737,1.474
English Premier League,2017/18,Tottenham,38.0,13.0,8.0,17.0,13.0,0.0,0.0,1.0,2.0,9.0,14.0,77.0,74.0,36.0,1.0526315789473684,3.3421052631578947,0.6328189189189188,100.0,0.0,0.0,37.5,12.5,52.94,36.84,2.026,1.947,0.947
English Premier League,2017/18,Watford,38.0,9.0,15.0,14.0,6.0,1.0,2.0,1.0,2.0,4.0,15.0,41.0,44.0,64.0,1.0526315789473684,3.5,0.5642885714285715,66.67,33.33,22.22,20.0,6.67,28.57,39.47,1.079,1.158,1.684
English Premier League,2017/18,West Brom,38.0,8.0,12.0,18.0,3.0,4.0,1.0,0.0,1.0,3.0,16.0,31.0,31.0,56.0,0.7631578947368421,3.3947368421052633,0.666179411764706,37.5,62.5,12.5,8.33,0.0,16.67,42.11,0.816,0.816,1.474
English Premier League,2017/18,West Ham,38.0,9.0,13.0,16.0,6.0,2.0,1.0,1.0,1.0,3.0,12.0,42.0,48.0,68.0,1.1578947368421053,3.3947368421052633,0.5933371428571428,66.67,33.33,11.11,15.38,7.69,18.75,31.58,1.105,1.263,1.789
English Premier League,2018/19,Arsenal,38.0,11.0,10.0,17.0,9.0,2.0,0.0,1.0,2.0,11.0,19.0,70.0,73.0,51.0,1.1578947368421053,3.973684210526316,0.5473684210526316,81.82,18.18,0.0,30.0,10.0,64.71,50.0,1.842,1.921,1.342
English Premier League,2018/19,Bournemouth,38.0,11.0,14.0,13.0,9.0,2.0,0.0,1.0,1.0,3.0,14.0,45.0,56.0,70.0,1.2894736842105263,4.105263157894737,0.5648648648648649,81.82,18.18,0.0,14.29,7.14,23.08,36.84,1.184,1.474,1.842
